,method,finetune,dataset,n_epochs,batch_size,lr,beta,regular_weight,K,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_f1,Results/test_f1_bottom_decile,Results/test_f1_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_f1,Results_unseen/test_f1_bottom_decile,Results_unseen/test_f1_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_f1,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_f1,Results_weighted_unseen/test_loss
17,exact,1,sst2,3,32.0,0.1,0.8,,,0.7465750016530741,0.4666666666666667,0.21746413829056377,0.5965670091734869,0.3414634146341463,0.2670544983888632,0.8853809241167845,0.04947842285037041,0.858723424285625,0.8012743732900786,0.7702376793629329,0.6666666666666666,0.16279065721087793,0.6321832946211828,0.4,0.20806253588740203,0.90746273124355,0.24359701573848724,0.5993346007290608,0.7195121951219512,0.5165716984602511,0.9395782075704874,0.6990740740740741,0.5349885741319489,1.0602272104609896
18,exact,1,sst2,3,32.0,0.01,0.8,,,0.5847760608036638,0.0,0.3813750538349924,0.47161997306489745,0.0,0.3596437906855543,1.7507117473937264,0.0011837625643238423,1.8001953498317045,0.580045970881269,0.68239651416122,0.14814814814814814,0.36303913969143536,0.6119150186113479,0.12903225806451613,0.35837216379087844,0.9237732036965204,0.007796534802764654,1.05119132044457,0.6097560975609756,0.4800455245007548,1.6990612436442816,0.6481481481481481,0.5885468336988544,1.0165572872049071
19,exact,1,sst2,3,32.0,0.5,0.8,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.8017104004225107,0.3426363170146942,0.3898071572679548,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8452707985694381,0.425237774848938,0.3701050314599776,0.5091463414634146,0.3590643059292855,0.7782903683894291,0.5092592592592593,0.3398077405027224,0.7911363870457366
20,exact,0,sst2,6,32.0,0.5,0.6,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,1.172208815370522,0.1218063458800316,0.8889916562651641,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,1.2471737275264043,0.3256503939628601,0.8227940969983554,0.5091463414634146,0.3590643059292855,1.123349904071358,0.5092592592592593,0.3398077405027224,1.1228810131066926
21,exact,1,sst2,3,32.0,0.005,0.8,,,0.5868580413231442,0.041666666666666664,0.3874240073630096,0.49456704712610194,0.039999999999999994,0.3754671067917514,1.647862775785767,0.0015923213213682177,1.775530574736114,0.5712501158981664,0.6032761437908497,0.1111111111111111,0.36585994194385857,0.5208643558922155,0.1,0.3522956872028041,0.9024593761436982,0.021764643490314484,0.8258880693893526,0.5594512195121951,0.4662561068400292,1.748113342245743,0.5833333333333334,0.5307150536277779,0.9935585020230738
22,exact,0,sst2,6,32.0,0.005,0.6,,,0.6356172089673823,0.20833333333333337,0.32242220424587537,0.5027488937089999,0.19642857142857145,0.30397990163100147,0.8338104015045567,0.11428918689489365,0.6879391726365128,0.6887302544187477,0.673910863195853,0.3448275862068966,0.24896519482217233,0.5582250860174935,0.25641025641025644,0.25464774829794506,0.6253150682168446,0.1578786075115204,0.46698615827431417,0.6417682926829268,0.4399382063783133,0.784954932227975,0.6851851851851852,0.5793519201671562,0.6714716431926246
23,exact,1,sst2,3,32.0,0.05,0.8,,,0.6472888629706506,0.25,0.30474149043536997,0.5132421041926166,0.2,0.3015042355619253,1.157734509767795,0.01580316387116909,1.0861238952252097,0.7981670649515419,0.70695092404778,0.39655172413793105,0.2648756276379155,0.6073884016804096,0.2839506172839506,0.2666045184409956,1.2055159965894002,0.13893933594226837,1.159215495665835,0.6890243902439024,0.4962792240829509,1.0652565720569904,0.6805555555555556,0.5331314220310548,1.2200299276176978
24,exact,0,sst2,6,32.0,0.05,0.6,,,0.6723824558318603,0.3333333333333333,0.2890645331972708,0.5482748380087352,0.25,0.30221625218314757,1.3419346759468809,0.012502540834248066,1.4002198786014304,0.7761717638451862,0.7002769326121253,0.4,0.26270897682571404,0.6125048612317399,0.30952380952380953,0.27557976082914953,1.078965746071832,0.08043517917394638,0.995556411729654,0.6829268292682927,0.4944593434806619,1.1893061708689812,0.7037037037037037,0.5911869682777108,1.1016595641978912
25,exact,0,sst2,3,32.0,0.1,0.6,,,0.6711836469757287,0.3333333333333333,0.2803889951232477,0.5309401997281451,0.25,0.28153128696626856,1.1528688729875405,0.0293897595256567,1.04930533627202,0.7745023224198704,0.668980636315829,0.3333333333333333,0.27220088144392224,0.5392023643704049,0.3055555555555556,0.2544600225863682,0.9824396253145974,0.10748180747032166,0.8020886208271749,0.6920731707317073,0.4984576310631721,1.0252895254363863,0.6851851851851852,0.5128634252251528,1.057618473139074
26,exact,1,sst2,6,32.0,0.1,0.6,,,0.6823861620954096,0.3333333333333333,0.28254566015257193,0.5609394200478499,0.2702702702702703,0.2980383635348984,0.994968137170322,0.07530909031629562,0.9444924640037288,0.7786542256136048,0.6106701224551123,0.3448275862068966,0.2545772377957722,0.4745826614905562,0.25641025641025644,0.2121440032893248,1.102656128488738,0.3200410306453705,0.8486727239096276,0.7027439024390244,0.5279103831729006,0.9393424337563708,0.6527777777777778,0.5058032012253504,1.1694690818311992
27,exact,0,sst2,3,32.0,0.01,0.6,,,0.6749558431829346,0.3333333333333333,0.29191087750903527,0.5450950688462941,0.2702702702702703,0.29340222686300577,0.8315719803478444,0.10971148312091827,0.7116572238847627,0.747392446585743,0.7043398317181279,0.43103448275862066,0.2094521217761862,0.528256426350645,0.3055555555555556,0.19585176572824176,0.5906769893121445,0.14432910084724426,0.4759556324054871,0.6814024390243902,0.49333848154084264,0.7751192757242257,0.7129629629629629,0.5363516429807731,0.6644971299640559
28,exact,0,sst2,3,32.0,0.5,0.6,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,2.7115353054485367,0.003764211898669601,2.430689991230945,0.47870758457051377,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.5054036961400064,0.003764491913647487,2.250057354415188,0.49085365853658536,0.4416400079923216,2.8450218486889245,0.4907407407407408,0.4263593101236779,2.845570582105278
29,exact,0,sst2,3,32.0,0.005,0.6,,,0.6166799326874287,0.2,0.3283621102035659,0.4778749626590241,0.1724137931034483,0.2997761219529709,0.7937698815651908,0.1333368650891564,0.6346677985470306,0.6946430797413639,0.6826608631958531,0.3448275862068966,0.24042234034720217,0.5712611979523744,0.3055555555555556,0.2530825534553212,0.5983371869243425,0.15205849707126615,0.43505507502086616,0.6310975609756098,0.4279263690524975,0.757700673631029,0.6944444444444444,0.6003518801006545,0.6363620146143215
30,exact,0,sst2,3,32.0,0.05,0.6,,,0.6295787461189096,0.2,0.3245609672517357,0.5070672282024317,0.16666666666666669,0.3141797491710137,1.2072347071112175,0.04080799221992493,1.2280666033976086,0.7680575112114266,0.6349138870107429,0.3333333333333333,0.2635443184572907,0.4885432536523917,0.2839506172839506,0.21243800588142503,0.9776997581895056,0.18481270968914032,0.7935191344290529,0.6646341463414634,0.4715219862974043,1.0654722482878884,0.6759259259259259,0.48871579085838623,1.025536551485183
31,exact,1,sst2,6,32.0,0.01,0.6,,,0.6702614417653875,0.09090909090909093,0.31300180142443157,0.5295312876246201,0.08333333333333334,0.31650288214064654,0.9281679305150824,0.02989090420305729,1.0545610487383887,0.7223233275635345,0.8204383592517466,0.7,0.09702440176604628,0.6303916315196407,0.4528301886792453,0.18124067749689424,0.34600100357984676,0.2382591217756271,0.10628238503772489,0.698170731707317,0.529690621303815,0.9029443412571976,0.8101851851851852,0.576073340011816,0.3836178684400188
32,exact,1,sst2,6,32.0,0.5,0.6,,,0.6305716319438305,0.26666666666666666,0.2914620542324478,0.4921530870672962,0.21052631578947364,0.27734405734241985,0.8694620599243061,0.13330604632695517,0.7036154040763712,0.7175213366290805,0.6362649312598603,0.3333333333333333,0.227153533889283,0.5109967510039246,0.2926829268292683,0.20536590701244348,0.8137528458374671,0.17592348158359528,0.6458015207055094,0.6722560975609756,0.4966464506145696,0.8289211232942052,0.6574074074074074,0.499591693045782,0.8901887299423968
33,exact,1,sst2,6,32.0,0.005,0.6,,,0.5463140939313709,0.0,0.39600189049851897,0.45353158048190795,0.0,0.37274378189108975,1.1692515501784564,0.021211210638284683,1.0559545918903206,0.6711644740750342,0.6379761099842236,0.3333333333333333,0.2915900201777653,0.4479928169407191,0.25,0.2367617797264763,0.7959880887091846,0.2041238397359848,0.5843433984007853,0.5777439024390244,0.4750338538953462,1.1159409456715987,0.625,0.4730222876360914,0.7833601602663597
34,exact,0,sst2,6,32.0,0.1,0.4,,,0.6802781596993048,0.3333333333333333,0.2891452219084578,0.5506461622985246,0.25,0.2963551059884261,0.9888941509874344,0.05411046743392944,0.9647346881066104,0.7734758898869095,0.7040034557884456,0.3448275862068966,0.23213030926350575,0.5598361727371161,0.3055555555555556,0.23263477159978932,0.9381409037901068,0.21598854660987857,0.747811694172155,0.6859756097560976,0.4969597060740834,0.9454107642938276,0.6666666666666666,0.5036345144344357,1.0123049653376694
35,exact,1,sst2,6,32.0,0.05,0.6,,,0.5427977836487562,0.0,0.41832988477094374,0.4765088762951363,0.0,0.4098832625169288,2.362346576166604,0.0006269188015721738,2.231340804107807,0.5171581199813012,0.6639678649237473,0.1,0.3729255684987707,0.5851482278164019,0.09090909090909093,0.37024829905444023,1.494623021129017,0.0026891469264981047,1.7279861171333954,0.5564024390243902,0.4903759390326444,2.291417207755663,0.6111111111111112,0.5479686226718448,1.6668537918247035
36,exact,0,sst2,6,32.0,0.01,0.4,,,0.6391208830840679,0.25,0.32558992727050495,0.5205396265688996,0.2,0.3152321262805947,0.8459480974400337,0.09988331139990778,0.7032712352656605,0.6862255585182778,0.6659451769213434,0.3448275862068966,0.2485712665609364,0.5430417767943123,0.25641025641025644,0.25062108583744613,0.6474499208146127,0.14884354174137115,0.49820736916060354,0.6417682926829268,0.4535944282073403,0.802183702561107,0.6759259259259259,0.5538776182623377,0.7074329081439862
37,exact,0,sst2,6,32.0,0.5,0.4,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.8517953936972914,0.28898524064006226,0.47621329089896824,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8921390730759192,0.3983261883258819,0.4408528498202574,0.5091463414634146,0.3590643059292855,0.8256485745219923,0.5092592592592593,0.3398077405027224,0.8255322426557541
38,exact,1,sst2,3,32.0,0.1,0.6,,,0.6748071882677819,0.2916666666666667,0.29624447665358883,0.5358268963534136,0.2258064516129032,0.29773890475198206,0.973300053578629,0.03594060614705086,0.9220919528979514,0.780550770923983,0.6799321050259184,0.4666666666666667,0.1985509183448291,0.5424936940520015,0.3333333333333333,0.19303273162744689,1.0024327099665828,0.1973519921302795,0.7362848620527748,0.6798780487804879,0.4875639144619389,0.932505752195827,0.6759259259259259,0.5241446569161281,1.0892797100047271
39,exact,1,sst2,3,32.0,0.01,0.6,,,0.5828207938483968,0.041666666666666664,0.3760946858299268,0.4724717972838647,0.039999999999999994,0.3564989775529916,1.664076277539251,0.0013295735698193312,1.7060728137097083,0.5763538485189533,0.6736465141612201,0.13333333333333333,0.3724328076626664,0.604399686721016,0.12903225806451613,0.3669939264912795,0.8876676151534306,0.015330813825130464,0.9734987107467796,0.5975609756097561,0.4748951835379872,1.6247366285474194,0.6342592592592593,0.5777240723552598,0.9775550250714232
40,exact,0,sst2,6,32.0,0.005,0.4,,,0.6002088851749809,0.13333333333333333,0.34664034355896406,0.47793578998460245,0.1176470588235294,0.3183535261431403,0.8616047006871403,0.10384714603424072,0.6951785947983289,0.657685630061383,0.6611319585305386,0.27586206896551724,0.25980184540934864,0.548445878076521,0.25339366515837103,0.2581863108875005,0.6666058706397983,0.1532544195652008,0.4755197720545404,0.6051829268292683,0.4181537633207378,0.8191515134800816,0.6620370370370371,0.564025897028633,0.6930782988115594
41,exact,0,sst2,6,32.0,0.05,0.4,,,0.6336107666006121,0.26666666666666666,0.3199603653252797,0.5015857884695212,0.2105263157894737,0.3035885739106518,1.1287252682149511,0.03038034215569496,1.1176683272879335,0.7540078702994112,0.6946222109533469,0.4,0.22289218129065452,0.5824022285773647,0.3333333333333333,0.24876534890908297,0.873964218534101,0.0819675624370575,0.7211837199814872,0.6692073170731707,0.46828074535788405,1.0356752788388914,0.6851851851851852,0.5487241423443279,0.9604315435410372
42,exact,1,sst2,3,32.0,0.5,0.6,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,2.734698769545511,0.003009307896718383,2.451272161716014,0.47870758457051377,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.4493767539143625,0.00400671769126222,2.2249619692557254,0.49085365853658536,0.4416400079923216,2.8553393997323684,0.4907407407407408,0.4263593101236779,2.781522836538325
43,exact,1,sst2,3,32.0,0.005,0.6,,,0.5841621381924585,0.041666666666666664,0.3891415810714305,0.49255667969926503,0.039999999999999994,0.3764192107404027,1.5829614746700416,0.0017641709418967366,1.727231582395815,0.5672444292743741,0.5874428104575163,0.1111111111111111,0.3761809442059122,0.5056125375515376,0.1,0.35993540199147284,0.9103807659958886,0.0330440029501915,0.7876159384934153,0.5564024390243902,0.4642331170758248,1.684912141905132,0.5509259259259259,0.5000350568822602,1.0044245491994337
44,exact,0,sst2,3,32.0,0.1,0.4,,,0.6325288544157588,0.25,0.3135373812537716,0.488293975255729,0.2,0.289552860114157,1.127481042239708,0.03558800369501114,1.0275148805835106,0.7687327046037743,0.7019887686875517,0.4,0.2299644279242951,0.5576048367297125,0.3333333333333333,0.2276779297752458,0.9399660550914276,0.2262797653675079,0.7458579590076783,0.6615853658536586,0.45500879509770353,1.033359918819326,0.6851851851851852,0.5147842174914818,0.9701601214775885
45,exact,0,sst2,3,32.0,0.01,0.4,,,0.6476577611853641,0.25,0.3156739615569401,0.5232074213143705,0.2,0.3041766295130805,0.8213463779731051,0.10940620596661713,0.6777537728411527,0.7043171860548666,0.6643248065509729,0.3448275862068966,0.24551049261674376,0.5015218858695099,0.25641025641025644,0.20468031362212172,0.6147358061852811,0.1429186463356018,0.4787178873630422,0.6539634146341463,0.4617890201551156,0.777446257548191,0.6759259259259259,0.5111394958717916,0.6714005623771636
46,exact,1,sst2,3,32.0,0.05,0.6,,,0.6573784382846841,0.2222222222222222,0.3041036145176567,0.5240111416706568,0.1818181818181818,0.30794115849119436,1.0159649417726853,0.03145577386021614,1.0145819853984688,0.8008771359268734,0.6997583765306888,0.3793103448275862,0.23742077916894644,0.5768553479130938,0.27499999999999997,0.25448449957677544,1.0108570698605872,0.20066389441490173,0.8571254958617925,0.6996951219512195,0.501039900360844,0.9012700198133043,0.6574074074074074,0.48533424106929024,1.1364549139376592
47,exact,1,sst2,6,32.0,0.1,0.4,,,0.690297167142259,0.3333333333333333,0.26201011692698,0.5258272458234096,0.25,0.2665539021071779,0.9344444327314122,0.06147639080882072,0.8604692481564971,0.778272495047765,0.629244985350462,0.4666666666666667,0.20232435765294243,0.47002251466624384,0.3333333333333333,0.1676415426508872,0.9287533209070392,0.2836398780345917,0.6463044926867988,0.7103658536585366,0.4958754510394195,0.8798314464646221,0.6342592592592593,0.4659141420369685,1.02283811500227
48,exact,1,sst2,6,32.0,0.01,0.4,,,0.6577592693439376,0.1590909090909091,0.3231712744632589,0.5293022510554855,0.14285714285714285,0.32513139144619607,1.0033518277455349,0.00838663149625063,1.1146154812856366,0.6939904900353175,0.7702260348583878,0.5,0.21366044702564976,0.6937313921252983,0.4505494505494505,0.24763188112398543,0.5044955055047383,0.0701133981347084,0.39751465849589135,0.6463414634146342,0.5273553571666245,1.0854772884028157,0.7268518518518519,0.6629453530512661,0.6061547902516193
49,exact,1,sst2,6,32.0,0.5,0.4,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.8020688996608442,0.34267815947532654,0.39143829934816726,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8506292654179978,0.4212989807128906,0.3748441659035064,0.5091463414634146,0.3590643059292855,0.7778536050421435,0.5092592592592593,0.3398077405027224,0.7969167050388124
50,exact,1,sst2,6,32.0,0.005,0.4,,,0.5140348829021598,0.0,0.408341665499202,0.4222959481114012,0.0,0.3769845010676451,1.24716354089626,0.021717486903071404,1.1020311338848112,0.6468656886237044,0.5189387536623846,0.05172413793103448,0.3631985132251946,0.359527388081747,0.04918032786885246,0.26650818095265083,1.002897009330577,0.2470974177122116,0.6446017571906525,0.5640243902439024,0.4631533009274294,1.1674747185244951,0.46296296296296297,0.34408529480087846,1.1074607825872522
51,exact,1,sst2,6,32.0,0.05,0.4,,,0.5410351514513414,0.0,0.41980055964212687,0.4744099825601856,0.0,0.4113892573090029,2.2941666829439327,0.0012407180757316597,2.1537962421399928,0.51764162424461,0.6290141612200435,0.1,0.36461624937610454,0.5489841767427974,0.09090909090909093,0.3533241273836613,1.496343913105592,0.002461204923496678,1.6726932150066045,0.5533536585365854,0.48660366704779423,2.236705133544935,0.5879629629629629,0.5251578110055122,1.6223636160898929
52,exact,0,sst2,3,32.0,0.5,0.4,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.8027528561651252,0.343289315700531,0.3887330579188764,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8355925781288367,0.4326050579547882,0.35989726856984766,0.5091463414634146,0.3590643059292855,0.7814062804710574,0.5092592592592593,0.3398077405027224,0.7812788618935479
53,exact,0,sst2,3,32.0,0.005,0.4,,,0.5984215982102643,0.13333333333333333,0.34714077781702574,0.4754885245805106,0.1176470588235294,0.3184419301446187,0.8450881000388009,0.1142060160636902,0.6785937562595878,0.6609028639712521,0.6557237435203966,0.29310344827586204,0.2576457276881619,0.5353884710061181,0.25339366515837103,0.24448553251699093,0.6568776218713015,0.16064175963401794,0.4660651345659373,0.6051829268292683,0.4167439643959299,0.8100542336384334,0.6620370370370371,0.5574005466815924,0.681387669061897
